Time,iowait,irq,nice,softirq,steal,system,user,Used,br-10cd1f6f3899 receive,docker0 receive,eth0 receive,eth1 receive,lo receive,veth6750e95 receive
2023-04-02 11:54:15,0%,0%,0%,8.10%,6.90%,7.00%,17.3%,353 MiB,3.28 GB/s,0 kB/s,66.3 kB/s,2.10 GB/s,0 kB/s,3.29 GB/s
2023-04-02 11:54:20,0%,0%,0%,8.10%,6.90%,7.00%,17.3%,353 MiB,3.28 GB/s,0 kB/s,66.3 kB/s,2.10 GB/s,0 kB/s,3.29 GB/s
2023-04-02 11:54:25,0%,0%,0%,4.40%,4.10%,5.10%,10.6%,353 MiB,1.53 GB/s,0 kB/s,0 kB/s,1.24 GB/s,0 kB/s,1.54 GB/s
2023-04-02 11:54:30,0%,0%,0%,4.40%,4.10%,5.10%,10.6%,353 MiB,1.53 GB/s,0 kB/s,0 kB/s,1.24 GB/s,0 kB/s,1.54 GB/s
2023-04-02 11:54:35,0%,0%,0%,2.20%,1.60%,2.40%,4.10%,353 MiB,746 MB/s,0 kB/s,0 kB/s,437 MB/s,0 kB/s,751 MB/s
2023-04-02 11:54:40,0%,0%,0%,2.20%,1.60%,2.40%,4.10%,353 MiB,746 MB/s,0 kB/s,0 kB/s,437 MB/s,0 kB/s,751 MB/s
2023-04-02 11:54:45,0%,0%,0%,0.100%,0.300%,0.1000%,1.90%,353 MiB,407 MB/s,0 kB/s,28.4 kB/s,300 MB/s,0 kB/s,407 MB/s
2023-04-02 11:54:50,0%,0%,0%,0.100%,0.300%,0.1000%,1.90%,353 MiB,407 MB/s,0 kB/s,28.4 kB/s,300 MB/s,0 kB/s,407 MB/s
2023-04-02 11:54:55,0%,0%,0%,0.900%,0.800%,0.700%,1.00%,353 MiB,380 MB/s,0 kB/s,0 kB/s,48.8 MB/s,0 kB/s,382 MB/s
2023-04-02 11:55:00,0%,0%,0%,0.900%,0.800%,0.700%,1.00%,353 MiB,380 MB/s,0 kB/s,0 kB/s,48.8 MB/s,0 kB/s,382 MB/s
2023-04-02 11:55:05,0%,0%,0%,0.100%,0.600%,0.500%,2.00%,353 MiB,508 MB/s,0 kB/s,11.2 kB/s,311 MB/s,0 kB/s,509 MB/s
2023-04-02 11:55:10,0%,0%,0%,0.100%,0.600%,0.500%,2.00%,353 MiB,508 MB/s,0 kB/s,11.2 kB/s,311 MB/s,0 kB/s,509 MB/s
2023-04-02 11:55:15,0%,0%,0%,0.600%,0.600%,0.600%,2.40%,353 MiB,178 MB/s,0 kB/s,11.2 kB/s,341 MB/s,0 kB/s,179 MB/s
2023-04-02 11:55:20,0%,0%,0%,0.600%,0.600%,0.600%,2.40%,353 MiB,178 MB/s,0 kB/s,11.2 kB/s,341 MB/s,0 kB/s,179 MB/s
2023-04-02 11:55:25,0%,0%,0%,0.500%,0.500%,0.400%,2.00%,353 MiB,880 MB/s,0 kB/s,39.6 kB/s,328 MB/s,0 kB/s,881 MB/s
2023-04-02 11:55:30,0%,0%,0%,0.500%,0.500%,0.400%,2.00%,353 MiB,880 MB/s,0 kB/s,39.6 kB/s,328 MB/s,0 kB/s,881 MB/s
2023-04-02 11:55:35,0%,0%,0%,1.80%,2.40%,2.00%,2.50%,353 MiB,118 MB/s,0 kB/s,41.2 kB/s,103 MB/s,0 kB/s,122 MB/s
2023-04-02 11:55:40,0%,0%,0%,1.80%,2.40%,2.00%,2.50%,353 MiB,118 MB/s,0 kB/s,41.2 kB/s,103 MB/s,0 kB/s,122 MB/s
2023-04-02 11:55:45,0%,0%,0%,1.000%,0.900%,1.000%,4.00%,353 MiB,665 MB/s,0 kB/s,0 kB/s,701 MB/s,0 kB/s,667 MB/s
2023-04-02 11:55:50,0%,0%,0%,1.000%,0.900%,1.000%,4.00%,353 MiB,665 MB/s,0 kB/s,0 kB/s,701 MB/s,0 kB/s,667 MB/s
2023-04-02 11:55:55,0%,0%,0%,0.400%,0.400%,0.500%,1.50%,353 MiB,917 MB/s,0 kB/s,5.60 kB/s,279 MB/s,0 kB/s,917 MB/s
2023-04-02 11:56:00,0%,0%,0%,0.400%,0.400%,0.500%,1.50%,353 MiB,917 MB/s,0 kB/s,5.60 kB/s,279 MB/s,0 kB/s,917 MB/s
2023-04-02 11:56:05,0%,0%,0%,2.40%,3.70%,2.50%,5.60%,353 MiB,649 MB/s,0 kB/s,6 kB/s,437 MB/s,0 kB/s,653 MB/s
2023-04-02 11:56:10,0%,0%,0%,2.40%,3.70%,2.50%,5.60%,353 MiB,649 MB/s,0 kB/s,6 kB/s,437 MB/s,0 kB/s,653 MB/s
2023-04-02 11:56:15,0%,0%,0%,1.70%,1.90%,1.40%,3.40%,353 MiB,531 MB/s,0 kB/s,67.7 kB/s,328 MB/s,0 kB/s,533 MB/s
2023-04-02 11:56:20,0%,0%,0%,1.70%,1.90%,1.40%,3.40%,353 MiB,531 MB/s,0 kB/s,67.7 kB/s,328 MB/s,0 kB/s,533 MB/s
2023-04-02 11:56:25,0%,0%,0%,0.400%,0.600%,0.200%,1.70%,353 MiB,532 MB/s,0 kB/s,0 kB/s,338 MB/s,0 kB/s,533 MB/s
2023-04-02 11:56:30,0%,0%,0%,0.400%,0.600%,0.200%,1.70%,353 MiB,532 MB/s,0 kB/s,0 kB/s,338 MB/s,0 kB/s,533 MB/s
2023-04-02 11:56:35,0%,0%,0%,1.90%,2.60%,2.10%,6.40%,353 MiB,1.52 GB/s,0 kB/s,0 kB/s,951 MB/s,0 kB/s,1.53 GB/s
2023-04-02 11:56:40,0%,0%,0%,1.90%,2.60%,2.10%,6.40%,353 MiB,1.52 GB/s,0 kB/s,0 kB/s,951 MB/s,0 kB/s,1.53 GB/s
2023-04-02 11:56:45,0%,0%,0%,3.10%,4.00%,4.10%,4.50%,353 MiB,164 MB/s,0 kB/s,5.60 kB/s,168 MB/s,0 kB/s,170 MB/s
2023-04-02 11:56:50,0%,0%,0%,3.10%,4.00%,4.10%,4.50%,353 MiB,164 MB/s,0 kB/s,5.60 kB/s,168 MB/s,0 kB/s,170 MB/s
2023-04-02 11:56:55,0%,0%,0%,2.10%,1.90%,1.90%,6.80%,351 MiB,1.67 GB/s,0 kB/s,6 kB/s,1.04 GB/s,0 kB/s,1.67 GB/s
2023-04-02 11:57:00,0%,0%,0%,2.10%,1.90%,1.90%,6.80%,351 MiB,1.67 GB/s,0 kB/s,6 kB/s,1.04 GB/s,0 kB/s,1.67 GB/s
2023-04-02 11:57:05,0%,0%,0%,2.00%,2.90%,2.70%,2.60%,351 MiB,109 MB/s,0 kB/s,5.60 kB/s,84.5 MB/s,0 kB/s,112 MB/s
2023-04-02 11:57:10,0%,0%,0%,2.00%,2.90%,2.70%,2.60%,351 MiB,109 MB/s,0 kB/s,5.60 kB/s,84.5 MB/s,0 kB/s,112 MB/s
2023-04-02 11:57:15,0%,0%,0%,1.10%,1.20%,1.00%,3.80%,351 MiB,937 MB/s,0 kB/s,0 kB/s,587 MB/s,0 kB/s,940 MB/s
2023-04-02 11:57:20,0%,0%,0%,1.10%,1.20%,1.00%,3.80%,351 MiB,937 MB/s,0 kB/s,0 kB/s,587 MB/s,0 kB/s,940 MB/s
2023-04-02 11:57:25,0%,0%,0%,0.600%,0.300%,0.700%,1.70%,351 MiB,466 MB/s,0 kB/s,34.2 kB/s,291 MB/s,0 kB/s,467 MB/s
2023-04-02 11:57:30,0%,0%,0%,0.600%,0.300%,0.700%,1.70%,351 MiB,466 MB/s,0 kB/s,34.2 kB/s,291 MB/s,0 kB/s,467 MB/s
2023-04-02 11:57:35,0%,0%,0%,0.700%,0.800%,1.000%,2.50%,351 MiB,588 MB/s,0 kB/s,11.2 kB/s,375 MB/s,0 kB/s,590 MB/s
2023-04-02 11:57:40,0%,0%,0%,0.700%,0.800%,1.000%,2.50%,351 MiB,588 MB/s,0 kB/s,11.2 kB/s,375 MB/s,0 kB/s,590 MB/s
2023-04-02 11:57:45,0%,0%,0%,1.40%,2.10%,1.10%,3.50%,351 MiB,966 MB/s,0 kB/s,0 kB/s,616 MB/s,0 kB/s,968 MB/s
2023-04-02 11:57:50,0%,0%,0%,1.40%,2.10%,1.10%,3.50%,351 MiB,966 MB/s,0 kB/s,0 kB/s,616 MB/s,0 kB/s,968 MB/s
2023-04-02 11:57:55,0%,0%,0%,3.00%,4.40%,2.70%,4.30%,351 MiB,658 MB/s,0 kB/s,0 kB/s,422 MB/s,0 kB/s,662 MB/s
2023-04-02 11:58:00,0%,0%,0%,3.00%,4.40%,2.70%,4.30%,351 MiB,658 MB/s,0 kB/s,0 kB/s,422 MB/s,0 kB/s,662 MB/s
2023-04-02 11:58:05,0%,0%,0%,0.400%,0.900%,0.900%,6.40%,353 MiB,1.96 GB/s,0 kB/s,0 kB/s,1.20 GB/s,0 kB/s,1.96 GB/s
2023-04-02 11:58:10,0%,0%,0%,0.400%,0.900%,0.900%,6.40%,353 MiB,1.96 GB/s,0 kB/s,0 kB/s,1.20 GB/s,0 kB/s,1.96 GB/s
2023-04-02 11:58:15,0%,0%,0%,0.800%,0.800%,1.000%,2.70%,353 MiB,513 MB/s,0 kB/s,56.5 kB/s,327 MB/s,0 kB/s,515 MB/s
2023-04-02 11:58:20,0%,0%,0%,0.800%,0.800%,1.000%,2.70%,353 MiB,513 MB/s,0 kB/s,56.5 kB/s,327 MB/s,0 kB/s,515 MB/s
2023-04-02 11:58:25,0%,0%,0%,1.30%,1.30%,1.000%,3.60%,351 MiB,1.10 GB/s,0 kB/s,11.2 kB/s,685 MB/s,0 kB/s,1.10 GB/s
2023-04-02 11:58:30,0%,0%,0%,1.30%,1.30%,1.000%,3.60%,351 MiB,1.10 GB/s,0 kB/s,11.2 kB/s,685 MB/s,0 kB/s,1.10 GB/s
2023-04-02 11:58:35,0%,0%,0%,0.600%,0.800%,0.600%,3.10%,355 MiB,913 MB/s,0 kB/s,0 kB/s,568 MB/s,0 kB/s,915 MB/s
2023-04-02 11:58:40,0%,0%,0%,0.600%,0.800%,0.600%,3.10%,355 MiB,913 MB/s,0 kB/s,0 kB/s,568 MB/s,0 kB/s,915 MB/s
2023-04-02 11:58:45,0%,0%,0%,1.20%,1.20%,1.20%,4.10%,355 MiB,1.05 GB/s,0 kB/s,0 kB/s,667 MB/s,0 kB/s,1.05 GB/s
2023-04-02 11:58:50,0%,0%,0%,1.20%,1.20%,1.20%,4.10%,355 MiB,1.05 GB/s,0 kB/s,0 kB/s,667 MB/s,0 kB/s,1.05 GB/s
2023-04-02 11:58:55,0%,0%,0%,3.20%,3.70%,3.10%,3.60%,353 MiB,127 MB/s,0 kB/s,0 kB/s,117 MB/s,0 kB/s,131 MB/s
2023-04-02 11:59:00,0%,0%,0%,3.20%,3.70%,3.10%,3.60%,353 MiB,127 MB/s,0 kB/s,0 kB/s,117 MB/s,0 kB/s,131 MB/s
2023-04-02 11:59:05,0%,0%,0%,2.10%,2.90%,2.30%,4.30%,357 MiB,602 MB/s,0 kB/s,0 kB/s,389 MB/s,0 kB/s,606 MB/s
2023-04-02 11:59:10,0%,0%,0%,2.10%,2.90%,2.30%,4.30%,357 MiB,602 MB/s,0 kB/s,0 kB/s,389 MB/s,0 kB/s,606 MB/s
2023-04-02 11:59:15,0%,0%,0%,2.70%,3.50%,2.80%,7.30%,357 MiB,1.45 GB/s,0 kB/s,0 kB/s,939 MB/s,0 kB/s,1.46 GB/s
2023-04-02 11:59:20,0%,0%,0%,2.70%,3.50%,2.80%,7.30%,357 MiB,1.45 GB/s,0 kB/s,0 kB/s,939 MB/s,0 kB/s,1.46 GB/s
2023-04-02 11:59:25,0%,0%,0%,3.80%,2.80%,3.50%,8.60%,353 MiB,1.66 GB/s,0 kB/s,11.8 kB/s,1.05 GB/s,0 kB/s,1.67 GB/s
2023-04-02 11:59:30,0%,0%,0%,3.80%,2.80%,3.50%,8.60%,353 MiB,1.66 GB/s,0 kB/s,11.8 kB/s,1.05 GB/s,0 kB/s,1.67 GB/s
2023-04-02 11:59:35,0%,0%,0%,1.90%,2.50%,3.00%,4.10%,353 MiB,573 MB/s,0 kB/s,0 kB/s,392 MB/s,0 kB/s,578 MB/s
2023-04-02 11:59:40,0%,0%,0%,1.90%,2.50%,3.00%,4.10%,353 MiB,573 MB/s,0 kB/s,0 kB/s,392 MB/s,0 kB/s,578 MB/s
2023-04-02 11:59:45,0%,0%,0%,3.20%,3.10%,2.40%,5.60%,353 MiB,1.16 GB/s,0 kB/s,5.60 kB/s,996 MB/s,0 kB/s,1.17 GB/s
2023-04-02 11:59:50,0%,0%,0%,3.20%,3.10%,2.40%,5.60%,353 MiB,1.16 GB/s,0 kB/s,5.60 kB/s,996 MB/s,0 kB/s,1.17 GB/s
2023-04-02 11:59:55,0%,0%,0%,3.80%,3.50%,3.80%,7.10%,353 MiB,1.69 GB/s,0 kB/s,0 kB/s,830 MB/s,0 kB/s,1.69 GB/s
2023-04-02 12:00:00,0%,0%,0%,3.80%,3.50%,3.80%,7.10%,353 MiB,1.69 GB/s,0 kB/s,0 kB/s,830 MB/s,0 kB/s,1.69 GB/s
2023-04-02 12:00:05,0%,0%,0%,4.70%,6.90%,3.10%,8.20%,353 MiB,1.54 GB/s,0 kB/s,11.2 kB/s,995 MB/s,0 kB/s,1.54 GB/s
2023-04-02 12:00:10,0%,0%,0%,4.70%,6.90%,3.10%,8.20%,353 MiB,1.54 GB/s,0 kB/s,11.2 kB/s,995 MB/s,0 kB/s,1.54 GB/s
2023-04-02 12:00:15,0%,0%,0%,1.60%,3.60%,1.90%,3.50%,357 MiB,560 MB/s,0 kB/s,42.6 kB/s,349 MB/s,0 kB/s,562 MB/s
2023-04-02 12:00:20,0%,0%,0%,1.60%,3.60%,1.90%,3.50%,357 MiB,560 MB/s,0 kB/s,42.6 kB/s,349 MB/s,0 kB/s,562 MB/s
2023-04-02 12:00:25,0%,0%,0%,2.30%,4.00%,2.70%,7.80%,355 MiB,2.06 GB/s,0 kB/s,34.7 kB/s,1.28 GB/s,0 kB/s,2.07 GB/s
2023-04-02 12:00:30,0%,0%,0%,2.30%,4.00%,2.70%,7.80%,355 MiB,2.06 GB/s,0 kB/s,34.7 kB/s,1.28 GB/s,0 kB/s,2.07 GB/s
2023-04-02 12:00:35,0%,0%,0%,2.50%,3.40%,2.60%,8.60%,355 MiB,2.01 GB/s,0 kB/s,0 kB/s,1.26 GB/s,0 kB/s,2.01 GB/s
2023-04-02 12:00:40,0%,0%,0%,2.50%,3.40%,2.60%,8.60%,355 MiB,2.01 GB/s,0 kB/s,0 kB/s,1.26 GB/s,0 kB/s,2.01 GB/s
2023-04-02 12:00:45,0%,0%,0%,3.00%,4.50%,3.60%,7.30%,355 MiB,1.12 GB/s,0 kB/s,16.8 kB/s,722 MB/s,0 kB/s,1.12 GB/s
2023-04-02 12:00:50,0%,0%,0%,3.00%,4.50%,3.60%,7.30%,355 MiB,1.12 GB/s,0 kB/s,16.8 kB/s,722 MB/s,0 kB/s,1.12 GB/s
2023-04-02 12:00:55,0.1000%,0%,0%,5.50%,7.70%,5.30%,10.9%,355 MiB,2.11 GB/s,0 kB/s,5.60 kB/s,1.36 GB/s,0 kB/s,2.11 GB/s
2023-04-02 12:01:00,0.1000%,0%,0%,5.50%,7.70%,5.30%,10.9%,355 MiB,2.11 GB/s,0 kB/s,5.60 kB/s,1.36 GB/s,0 kB/s,2.11 GB/s
2023-04-02 12:01:05,0%,0%,0%,8.60%,14.2%,5.90%,8.50%,355 MiB,299 MB/s,0 kB/s,0 kB/s,300 MB/s,0 kB/s,310 MB/s
2023-04-02 12:01:10,0%,0%,0%,8.60%,14.2%,5.90%,8.50%,355 MiB,299 MB/s,0 kB/s,0 kB/s,300 MB/s,0 kB/s,310 MB/s
2023-04-02 12:01:15,0%,0%,0%,4.60%,7.30%,5.30%,7.60%,354 MiB,1.09 GB/s,0 kB/s,11.6 kB/s,701 MB/s,0 kB/s,1.10 GB/s
2023-04-02 12:01:20,0%,0%,0%,4.60%,7.30%,5.30%,7.60%,354 MiB,1.09 GB/s,0 kB/s,11.6 kB/s,701 MB/s,0 kB/s,1.10 GB/s
2023-04-02 12:01:25,0%,0%,0%,4.40%,4.10%,6.50%,9.50%,356 MiB,1.59 GB/s,0 kB/s,0 kB/s,1.05 GB/s,0 kB/s,1.60 GB/s
2023-04-02 12:01:30,0%,0%,0%,4.40%,4.10%,6.50%,9.50%,356 MiB,1.59 GB/s,0 kB/s,0 kB/s,1.05 GB/s,0 kB/s,1.60 GB/s
2023-04-02 12:01:35,0%,0%,0%,3.70%,3.80%,3.20%,6.90%,356 MiB,1.19 GB/s,0 kB/s,5.60 kB/s,761 MB/s,0 kB/s,1.20 GB/s
2023-04-02 12:01:40,0%,0%,0%,3.70%,3.80%,3.20%,6.90%,356 MiB,1.19 GB/s,0 kB/s,5.60 kB/s,761 MB/s,0 kB/s,1.20 GB/s
2023-04-02 12:01:45,0%,0%,0%,3.10%,3.80%,3.40%,6.50%,357 MiB,1.10 GB/s,0 kB/s,0 kB/s,707 MB/s,0 kB/s,1.10 GB/s
2023-04-02 12:01:50,0%,0%,0%,3.10%,3.80%,3.40%,6.50%,357 MiB,1.10 GB/s,0 kB/s,0 kB/s,707 MB/s,0 kB/s,1.10 GB/s
2023-04-02 12:01:55,0%,0%,0%,3.90%,3.80%,3.30%,6.80%,357 MiB,1.55 GB/s,0 kB/s,0 kB/s,987 MB/s,0 kB/s,1.55 GB/s
2023-04-02 12:02:00,0%,0%,0%,3.90%,3.80%,3.30%,6.80%,357 MiB,1.55 GB/s,0 kB/s,0 kB/s,987 MB/s,0 kB/s,1.55 GB/s
2023-04-02 12:02:05,0%,0%,0%,4.10%,5.10%,3.50%,6.30%,357 MiB,1.08 GB/s,0 kB/s,17.2 kB/s,706 MB/s,0 kB/s,1.09 GB/s
2023-04-02 12:02:10,0%,0%,0%,4.10%,5.10%,3.50%,6.30%,357 MiB,1.08 GB/s,0 kB/s,17.2 kB/s,706 MB/s,0 kB/s,1.09 GB/s
2023-04-02 12:02:15,0%,0%,0%,2.30%,3.60%,2.10%,3.60%,357 MiB,520 MB/s,0 kB/s,106 kB/s,342 MB/s,0 kB/s,522 MB/s
2023-04-02 12:02:20,0%,0%,0%,2.30%,3.60%,2.10%,3.60%,357 MiB,520 MB/s,0 kB/s,106 kB/s,342 MB/s,0 kB/s,522 MB/s
2023-04-02 12:02:25,0%,0%,0%,3.80%,4.60%,2.60%,6.10%,357 MiB,1.08 GB/s,0 kB/s,0 kB/s,687 MB/s,0 kB/s,1.08 GB/s
2023-04-02 12:02:30,0%,0%,0%,3.80%,4.60%,2.60%,6.10%,357 MiB,1.08 GB/s,0 kB/s,0 kB/s,687 MB/s,0 kB/s,1.08 GB/s
2023-04-02 12:02:35,0%,0%,0%,1.10%,1.30%,1.30%,4.20%,351 MiB,1.06 GB/s,0 kB/s,11.2 kB/s,677 MB/s,0 kB/s,1.07 GB/s
2023-04-02 12:02:40,0%,0%,0%,1.10%,1.30%,1.30%,4.20%,351 MiB,1.06 GB/s,0 kB/s,11.2 kB/s,677 MB/s,0 kB/s,1.07 GB/s
2023-04-02 12:02:45,0%,0%,0%,6.90%,6.80%,6.50%,11.6%,351 MiB,1.74 GB/s,0 kB/s,11.2 kB/s,1.13 GB/s,0 kB/s,1.75 GB/s
2023-04-02 12:02:50,0%,0%,0%,6.90%,6.80%,6.50%,11.6%,351 MiB,1.74 GB/s,0 kB/s,11.2 kB/s,1.13 GB/s,0 kB/s,1.75 GB/s
2023-04-02 12:02:55,0%,0%,0%,2.30%,2.80%,2.70%,6.30%,351 MiB,1.18 GB/s,0 kB/s,6 kB/s,758 MB/s,0 kB/s,1.19 GB/s
2023-04-02 12:03:00,0%,0%,0%,2.30%,2.80%,2.70%,6.30%,351 MiB,1.18 GB/s,0 kB/s,6 kB/s,758 MB/s,0 kB/s,1.19 GB/s
2023-04-02 12:03:05,0%,0%,0%,3.50%,4.20%,2.90%,9.60%,363 MiB,1.99 GB/s,0 kB/s,11.2 kB/s,1.27 GB/s,0 kB/s,2.00 GB/s
2023-04-02 12:03:10,0%,0%,0%,3.50%,4.20%,2.90%,9.60%,363 MiB,1.99 GB/s,0 kB/s,11.2 kB/s,1.27 GB/s,0 kB/s,2.00 GB/s
2023-04-02 12:03:15,0%,0%,0%,2.30%,2.90%,2.90%,7.20%,359 MiB,1.63 GB/s,0 kB/s,17.9 kB/s,1.02 GB/s,0 kB/s,1.64 GB/s
2023-04-02 12:03:20,0%,0%,0%,2.30%,2.90%,2.90%,7.20%,359 MiB,1.63 GB/s,0 kB/s,17.9 kB/s,1.02 GB/s,0 kB/s,1.64 GB/s
2023-04-02 12:03:25,0%,0%,0%,3.00%,3.40%,3.30%,11.1%,355 MiB,2.53 GB/s,0 kB/s,0 kB/s,1.92 GB/s,0 kB/s,2.53 GB/s
2023-04-02 12:03:30,0%,0%,0%,3.00%,3.40%,3.30%,11.1%,355 MiB,2.53 GB/s,0 kB/s,0 kB/s,1.92 GB/s,0 kB/s,2.53 GB/s
2023-04-02 12:03:35,0%,0%,0%,4.10%,3.20%,3.70%,8.20%,355 MiB,1.66 GB/s,0 kB/s,104 kB/s,717 MB/s,0 kB/s,1.67 GB/s
2023-04-02 12:03:40,0%,0%,0%,4.10%,3.20%,3.70%,8.20%,355 MiB,1.66 GB/s,0 kB/s,104 kB/s,717 MB/s,0 kB/s,1.67 GB/s
2023-04-02 12:03:45,0%,0%,0%,4.50%,3.90%,4.90%,9.10%,353 MiB,1.64 GB/s,0 kB/s,16.8 kB/s,1.09 GB/s,0 kB/s,1.65 GB/s
2023-04-02 12:03:50,0%,0%,0%,4.50%,3.90%,4.90%,9.10%,353 MiB,1.64 GB/s,0 kB/s,16.8 kB/s,1.09 GB/s,0 kB/s,1.65 GB/s
2023-04-02 12:03:55,0%,0%,0%,9.70%,7.80%,8.30%,24.6%,362 MiB,5.82 GB/s,0 kB/s,14.6 kB/s,3.68 GB/s,0 kB/s,5.84 GB/s
2023-04-02 12:04:00,0%,0%,0%,9.70%,7.80%,8.30%,24.6%,362 MiB,5.82 GB/s,0 kB/s,14.6 kB/s,3.68 GB/s,0 kB/s,5.84 GB/s
2023-04-02 12:04:05,0%,0%,0%,10.2%,9.10%,8.70%,21.8%,360 MiB,4.64 GB/s,0 kB/s,11.8 kB/s,2.98 GB/s,0 kB/s,4.65 GB/s
2023-04-02 12:04:10,0%,0%,0%,10.2%,9.10%,8.70%,21.8%,360 MiB,4.64 GB/s,0 kB/s,11.8 kB/s,2.98 GB/s,0 kB/s,4.65 GB/s
2023-04-02 12:04:15,0%,0%,0%,9.20%,5.80%,8.50%,18.6%,348 MiB,1.80 GB/s,0 kB/s,56.5 kB/s,3.24 GB/s,0 kB/s,1.82 GB/s
2023-04-02 12:04:20,0%,0%,0%,9.20%,5.80%,8.50%,18.6%,348 MiB,1.80 GB/s,0 kB/s,56.5 kB/s,3.24 GB/s,0 kB/s,1.82 GB/s
2023-04-02 12:04:25,0%,0%,0%,9.30%,5.60%,9.10%,27.1%,374 MiB,6.78 GB/s,0 kB/s,7.40 kB/s,4.01 GB/s,0 kB/s,6.80 GB/s
2023-04-02 12:04:30,0%,0%,0%,9.30%,5.60%,9.10%,27.1%,374 MiB,6.78 GB/s,0 kB/s,7.40 kB/s,4.01 GB/s,0 kB/s,6.80 GB/s
2023-04-02 12:04:35,0%,0%,0%,8.00%,5.80%,5.80%,20.3%,374 MiB,4.83 GB/s,0 kB/s,0 kB/s,3.25 GB/s,0 kB/s,4.85 GB/s
2023-04-02 12:04:40,0%,0%,0%,8.00%,5.80%,5.80%,20.3%,374 MiB,4.83 GB/s,0 kB/s,0 kB/s,3.25 GB/s,0 kB/s,4.85 GB/s
2023-04-02 12:04:45,0%,0%,0%,9.80%,7.60%,6.90%,20%,354 MiB,3.96 GB/s,0 kB/s,17 kB/s,2.41 GB/s,0 kB/s,3.98 GB/s
2023-04-02 12:04:50,0%,0%,0%,9.80%,7.60%,6.90%,20%,354 MiB,3.96 GB/s,0 kB/s,17 kB/s,2.41 GB/s,0 kB/s,3.98 GB/s
2023-04-02 12:04:55,0%,0%,0%,9.00%,6.30%,8.00%,27.4%,370 MiB,6.39 GB/s,0 kB/s,6 kB/s,4.37 GB/s,0 kB/s,6.41 GB/s
2023-04-02 12:05:00,0%,0%,0%,9.00%,6.30%,8.00%,27.4%,370 MiB,6.39 GB/s,0 kB/s,6 kB/s,4.37 GB/s,0 kB/s,6.41 GB/s
2023-04-02 12:05:05,0%,0%,0%,9.80%,10.2%,6.80%,23.2%,354 MiB,3.84 GB/s,0 kB/s,8.20 kB/s,4.14 GB/s,0 kB/s,3.86 GB/s
2023-04-02 12:05:10,0%,0%,0%,9.80%,10.2%,6.80%,23.2%,354 MiB,3.84 GB/s,0 kB/s,8.20 kB/s,4.14 GB/s,0 kB/s,3.86 GB/s
2023-04-02 12:05:15,0%,0%,0%,8.90%,9.90%,7.30%,24.4%,359 MiB,5.88 GB/s,0 kB/s,5.80 kB/s,3.72 GB/s,0 kB/s,5.90 GB/s
2023-04-02 12:05:20,0%,0%,0%,8.90%,9.90%,7.30%,24.4%,359 MiB,5.88 GB/s,0 kB/s,5.80 kB/s,3.72 GB/s,0 kB/s,5.90 GB/s
2023-04-02 12:05:25,0.1000%,0%,0%,3.20%,3.60%,2.50%,4.10%,359 MiB,235 MB/s,0 kB/s,0 kB/s,123 MB/s,0 kB/s,240 MB/s
2023-04-02 12:05:30,0.1000%,0%,0%,3.20%,3.60%,2.50%,4.10%,359 MiB,235 MB/s,0 kB/s,0 kB/s,123 MB/s,0 kB/s,240 MB/s
2023-04-02 12:05:35,0%,0%,0%,1.90%,2.30%,1.80%,3.70%,359 MiB,595 MB/s,0 kB/s,49 kB/s,384 MB/s,0 kB/s,598 MB/s
2023-04-02 12:05:40,0%,0%,0%,1.90%,2.30%,1.80%,3.70%,359 MiB,595 MB/s,0 kB/s,49 kB/s,384 MB/s,0 kB/s,598 MB/s
2023-04-02 12:05:45,0%,0%,0%,2.70%,3.30%,2.60%,3.90%,352 MiB,560 MB/s,0 kB/s,88.6 kB/s,367 MB/s,0 kB/s,563 MB/s
2023-04-02 12:05:50,0%,0%,0%,2.70%,3.30%,2.60%,3.90%,352 MiB,560 MB/s,0 kB/s,88.6 kB/s,367 MB/s,0 kB/s,563 MB/s
2023-04-02 12:05:55,0%,0%,0%,0.300%,0.600%,0.600%,3.10%,352 MiB,1.04 GB/s,0 kB/s,5.80 kB/s,639 MB/s,0 kB/s,1.04 GB/s
2023-04-02 12:06:00,0%,0%,0%,0.300%,0.600%,0.600%,3.10%,352 MiB,1.04 GB/s,0 kB/s,5.80 kB/s,639 MB/s,0 kB/s,1.04 GB/s
2023-04-02 12:06:05,0%,0%,0%,2.60%,3.20%,1.90%,3.40%,352 MiB,521 MB/s,0 kB/s,11.2 kB/s,341 MB/s,0 kB/s,524 MB/s
2023-04-02 12:06:10,0%,0%,0%,2.60%,3.20%,1.90%,3.40%,352 MiB,521 MB/s,0 kB/s,11.2 kB/s,341 MB/s,0 kB/s,524 MB/s
2023-04-02 12:06:15,0%,0%,0%,1.00%,1.30%,1.20%,3.70%,352 MiB,960 MB/s,0 kB/s,67.7 kB/s,604 MB/s,0 kB/s,962 MB/s
2023-04-02 12:06:20,0%,0%,0%,1.00%,1.30%,1.20%,3.70%,352 MiB,960 MB/s,0 kB/s,67.7 kB/s,604 MB/s,0 kB/s,962 MB/s
2023-04-02 12:06:25,0%,0%,0%,0.200%,0.100%,0.1000%,1.40%,352 MiB,439 MB/s,0 kB/s,11.2 kB/s,269 MB/s,0 kB/s,439 MB/s
2023-04-02 12:06:30,0%,0%,0%,0.200%,0.100%,0.1000%,1.40%,352 MiB,439 MB/s,0 kB/s,11.2 kB/s,269 MB/s,0 kB/s,439 MB/s
